,temperature,col,x0,Gamma,y0,zeta,temperature_exp
0,100.78854960363864,80.0K,738.1291137739528,3.6208046030983065,16821.20057392222,0.1457474190425767,80.0
1,108.61833767794788,90.0K,738.0198389417329,3.6518915524127586,16987.735598992906,0.13128260336489325,90.0
2,116.44812575225711,100.0K,737.9458860486702,3.7301585500485723,16739.36969003732,0.13033507240298386,100.0
3,124.27791382656635,110.0K,737.8833147212658,3.840665884349632,17040.273564508996,0.13282639152939416,110.0
4,132.10770190087558,120.0K,737.7531928234527,3.913082662099804,17079.252698941902,0.11785813092896948,120.0
5,139.9374899751848,130.0K,737.692517606551,3.994387526938652,17170.746491501694,0.11552931538084456,130.0
6,147.76727804949405,140.0K,737.5526765670252,4.119864533255939,16987.35265488013,0.10676014996914877,140.0
7,155.5970661238033,150.0K,737.5266193389259,4.198858092507481,17035.3460670807,0.11134874553106895,150.0
8,163.42685419811252,160.0K,737.3668106223645,4.3162120546272025,16832.205157578544,0.10977574274710036,160.0
9,171.25664227242177,170.0K,737.2774729163395,4.405837590027403,16992.879433945305,0.10563365230906915,170.0
10,179.086430346731,180.0K,737.0885683599547,4.543295700086416,16875.90786820112,0.10134542715696952,180.0
11,186.91621842104024,190.0K,736.8185289246537,4.6864627408250685,16972.662061823918,0.09447193920367637,190.0
12,194.74600649534946,200.0K,736.7299124559826,4.739714461998047,16814.049573774442,0.08555837708743698,200.0
13,202.5757945696587,210.0K,736.6055910272833,4.930154761893584,17273.930371218506,0.10197122040876912,210.0
14,210.40558264396793,220.0K,736.467325434793,4.962494355996398,17598.482984913546,0.0847103944726679,220.0
15,218.23537071827718,230.0K,736.2784828839017,5.080327216720317,17282.96755571443,0.08519484299875356,230.0
16,226.0651587925864,240.0K,736.1746062484297,5.177984247527173,17555.02102088593,0.08231732362648396,240.0
17,233.89494686689565,250.0K,735.9725018226287,5.300696971217864,17920.47643371704,0.08289757031583579,250.0
18,241.72473494120487,260.0K,735.8048765235471,5.486081892338371,18088.848999973146,0.08483587802255968,260.0
19,249.55452301551412,270.0K,735.6110204636367,5.554426139085026,18390.557796864698,0.06759401342415598,270.0
20,257.3843110898233,280.0K,735.3915650302831,5.70451449685533,18161.44125545583,0.0665271088629461,280.0
21,265.21409916413256,290.0K,735.1763030876215,5.84286928165153,18051.24671662045,0.06270370761546135,290.0
22,273.0438872384418,300.0K,734.9572066818513,5.931371470941438,17682.130006060368,0.04718454791036424,300.0
23,280.87367531275106,310.0K,734.750913169567,6.152304951565879,17495.457489687768,0.05362420927306448,310.0
24,288.7034633870603,320.0K,734.5236301854687,6.272683212878738,17050.5007746618,0.04473839656279987,320.0
25,296.53325146136956,330.0K,734.3258740289009,6.425897693333856,16577.97780602978,0.047492467082365125,330.0
26,304.3630395356788,340.0K,734.0719167880901,6.548872505861023,16316.815004706961,0.03428342747090383,340.0
27,312.19282760998794,350.0K,733.8690462136483,6.716155004083126,16101.473746907286,0.037763579644183205,350.0
28,320.0226156842972,360.0K,733.6543045704999,6.951570199288805,16056.013298041942,0.04378677074374935,360.0
29,327.85240375860644,370.0K,733.4176485540014,7.157171976505973,16018.297941011828,0.04353854526922963,370.0
30,335.6821918329157,380.0K,733.1766943552757,7.301867918108055,16263.434660133918,0.017051425992723378,380.0
31,343.51197990722494,390.0K,732.9439482156598,7.344984753762666,15906.409045025286,0.03371185647934907,390.0
32,351.3417679815342,400.0K,732.7323967601524,7.4651127240207895,15785.817013355576,0.059313708720758244,400.0
